"region","indicator","Unit","Date","Value"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","1.0748"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","1.1279"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","1.365"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","0.8612"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","0.6101"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","0.8449"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","0.3585"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","0.1779"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.4717"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.352"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.1167"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.5814"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","0.347"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","0.5749"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","0.4006"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","0.2274"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","0.3959"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","0.2254"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","0.8411"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","0.2783"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","0.6571"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","0.5427"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","0.4311"
"Nebraska","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","2.2096"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","10.322"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","4.8605"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","3.256"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","1.4172"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","2.0676"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","2.2762"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","1.2002"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","0.6235"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.8094"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.2584"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.2477"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.3814"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","0.6901"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","0.5354"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","1.7132"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","4.5138"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","5.4898"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","4.3268"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","2.9614"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","3.443"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","4.8138"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","4.9939"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","4.0958"
"Nevada","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","7.4304"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","2.8767"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","1.8019"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","4.2942"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","2.302"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","0.3501"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","0.0851"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.1658"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.0818"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.1612"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.0794"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","0.6274"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","1.4755"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","0.3848"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","1.2214"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","0.9887"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","2.2799"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","1.52"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","1.0569"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","1.6711"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","1.3655"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","2.7258"
"New Hampshire","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","2.1201"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","21.8216"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","13.8841"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","7.5503"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","4.1264"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","2.9946"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","2.3258"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","2.1719"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","1.8251"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","1.2911"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.8134"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.8419"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","1.6097"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","1.9673"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","1.968"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","1.7244"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","1.5256"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","1.9829"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","2.6134"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","2.6029"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","2.4346"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","2.7753"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","2.63"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","2.5833"
"New Jersey","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","2.6284"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","3.3518"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","1.9932"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","2.5071"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","2.0777"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","1.0699"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","0.7556"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","0.1712"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","0.5071"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.7806"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.6637"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.8783"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","1.0377"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","2.1024"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","3.7874"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","4.3083"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","2.904"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","4.0418"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","2.3351"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","2.2173"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","3.0353"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","2.5738"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","3.4098"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","4.8429"
"New Mexico","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","3.74"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","29.5048"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","21.1339"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","14.1944"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","7.5646"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","4.3446"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","2.4239"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","1.1512"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","0.7397"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.6345"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.7944"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.6947"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","1.5929"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","2.4951"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","3.0432"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","3.7811"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","3.6615"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","3.8122"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","5.5343"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","6.2441"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","6.0487"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","5.6662"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","5.5638"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","6.2544"
"New York","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","7.4552"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","25.9753"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","29.5684"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","35.8986"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","27.5032"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","23.2629"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","15.4125"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","14.0254"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","9.4164"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","9.2584"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","5.837"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","5.976"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","5.4228"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","3.3533"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","1.808"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","2.2479"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","3.1555"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","3.489"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","3.5647"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","3.112"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","6.1721"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","4.1529"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","4.4634"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","3.5582"
"North Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","4.1427"
"North Dakota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","0.1568"
"North Dakota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","0.156"
"North Dakota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","0.3155"
"North Dakota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","0.1571"
"North Dakota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","0.1573"
"North Dakota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","0.1563"
"North Dakota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","0.6184"
"North Dakota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","0.446"
"North Dakota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","0.1462"
"North Dakota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","0.5717"
"North Dakota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","1.7152"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","5.2374"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","6.0023"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","8.0512"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","10.6295"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","10.6434"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","7.998"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","5.1944"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","1.9331"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","1.1846"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.8116"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.6072"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.7112"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","1.3921"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","1.7227"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","2.0682"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","1.8405"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","1.6031"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","1.6918"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","3.0559"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","3.1189"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","4.5768"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","3.8112"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","3.6815"
"Ohio","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","3.7768"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","8.003"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","6.7707"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","10.7436"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","8.6708"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","4.7852"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","5.9549"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","5.3591"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","3.4688"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","2.878"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","5.4406"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","3.358"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","1.7293"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","2.0608"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","1.8226"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","0.7095"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","1.2402"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","1.9557"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","1.7969"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","2.3611"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","2.6308"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","2.4524"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","2.2155"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","2.1757"
"Oklahoma","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","3.0932"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","4.8945"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","3.0391"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","1.571"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","1.2744"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","0.7048"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","0.157"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","0.2772"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","0.3026"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.179"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.2357"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.3497"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.3743"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","0.7951"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","1.3485"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","0.8068"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","1.126"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","0.7836"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","0.4803"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","0.686"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","1.4899"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","1.8533"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","2.5053"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","5.4368"
"Oregon","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","6.8473"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","23.0272"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","14.4465"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","8.9963"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","5.751"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","3.3207"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","2.033"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","1.342"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","1.0059"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.8003"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.6849"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.6267"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.8128"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","0.8512"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","1.2858"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","0.9511"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","1.601"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","2.1221"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","2.1154"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","2.185"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","2.7053"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","2.905"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","2.9271"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","3.8704"
"Pennsylvania","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","3.6902"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","3.2803"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","5.6399"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","2.9627"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","1.5762"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","1.5749"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","0.3933"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","0.3918"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","0.1951"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.097"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.2884"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.3807"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.8493"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","1.2153"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","3.0664"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","2.406"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","2.2301"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","1.3113"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","3.4032"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","1.713"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","1.899"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","3.8952"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","4.3755"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","4.1893"
"Rhode Island","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","4.2845"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","30.39"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","42.7403"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","35.0784"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","25.1412"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","21.5631"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","15.2057"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","10.5895"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","9.7935"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","6.9146"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","6.7678"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","5.6912"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","5.7852"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","3.2626"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","2.2666"
"South Carolina","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","2.7632"
